T5_lag60,hour_of_day_cos,T6,T14,T13,T1_lag30,L,T1_lag60,T5_lag1,T5_lag5,T1_lag240,T4_lag30,T4_lag60,T4,T4_lag5,T4_lag240,T4_lag10,T1_lag5,B,T4_lag1,T5_lag30,T1_lag10,T5_lag240,T5_lag10,D,F,T7,hour_of_day_sin,T5,T1
350.99,1.0,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.89,350.94,350.94,350.94,350.94,351.08,350.94,350.82,340,350.94,350.99,350.82,351.16,350.99,260,600,351.14,0.0,350.99,350.82
350.99,0.9996573249755573,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.86,350.94,350.94,350.94,350.94,351.02,350.94,350.82,340,350.94,350.99,350.82,351.09,350.99,260,600,351.14,0.02617694830787352,350.99,350.82
350.99,0.9986295347545738,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.85,350.94,350.94,350.94,350.94,350.99,350.94,350.82,340,350.94,350.99,350.82,351.05,350.99,260,600,351.14,0.05233595624294457,350.99,350.82
350.99,0.996917333733128,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.84,350.94,350.94,350.94,350.94,350.97,350.94,350.82,340,350.94,350.99,350.82,351.03,350.99,260,600,351.14,0.07845909572784512,350.99,350.82
350.99,0.9945218953682733,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.83,350.94,350.94,350.94,350.94,350.96,350.94,350.82,340,350.94,350.99,350.82,351.02,350.99,260,600,351.14,0.10452846326765401,350.99,350.82
350.99,0.9914448613738104,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.83,350.94,350.94,350.94,350.94,350.95,350.94,350.82,340,350.94,350.99,350.82,351.01,350.99,260,600,351.14,0.13052619222005157,350.99,350.82
350.99,0.9876883405951377,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.83,350.94,350.94,350.94,350.94,350.95,350.94,350.82,340,350.94,350.99,350.82,351.01,350.99,260,600,351.14,0.15643446504023123,350.99,350.82
350.99,0.9832549075639545,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.83,350.94,350.94,350.94,350.94,350.95,350.94,350.82,340,350.94,350.99,350.82,351.0,350.99,260,600,351.14,0.18223552549214816,350.99,350.82
350.99,0.9781476007338056,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,351.0,350.99,260,600,351.14,0.2079116908177595,350.99,350.82
350.99,0.9723699203976764,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,351.0,350.99,260,600,351.14,0.23344536385590595,350.99,350.82
350.99,0.9659258262890683,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,351.0,350.99,260,600,351.14,0.25881904510252074,350.99,350.82
350.99,0.9588197348681929,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.2840153447039229,350.99,350.82
350.99,0.9510565162951533,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3090169943749481,350.99,350.82
350.99,0.9426414910921783,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3338068592337711,350.99,350.82
350.99,0.9335804264972015,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3583679495453008,350.99,350.82
350.99,0.9238795325112867,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3826834323650898,350.99,350.82
350.99,0.9135454576426008,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.40673664307580054,350.99,350.82
350.99,0.9025852843498603,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.4305110968082958,350.99,350.82
350.99,0.8910065241883678,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.45399049973954697,350.99,350.82
350.99,0.878817112661965,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.4771587602596089,350.99,350.82
350.99,0.8660254037844387,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.49999999999999994,350.99,350.82
350.99,0.8526401643540921,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5224985647159491,350.99,350.82
350.99,0.8386705679454236,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5446390350150276,350.99,350.82
350.99,0.8241261886220156,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5664062369248329,350.99,350.82
350.99,0.8090169943749471,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5877852522924736,350.99,350.82
350.99,0.7933533402912352,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6087614290087207,350.99,350.82
350.99,0.7771459614569707,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6293203910498377,350.99,350.82
350.99,0.7604059656000305,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6494480483301842,350.99,350.82
350.99,0.7431448254773941,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6691306063588583,350.99,350.82
350.99,0.7253743710122872,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6883545756937545,350.99,350.82
350.99,0.7071067811865476,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7071067811865475,350.99,350.82
350.99,0.6883545756937537,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.725374371012288,350.99,350.82
350.99,0.6691306063588577,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7431448254773947,350.99,350.82
350.99,0.6494480483301835,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.760405965600031,350.99,350.82
350.99,0.6293203910498371,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7771459614569712,350.99,350.82
350.99,0.6087614290087207,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7933533402912352,350.99,350.82
350.99,0.5877852522924728,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8090169943749477,350.99,350.82
350.99,0.5664062369248323,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.824126188622016,350.99,350.82
350.99,0.544639035015027,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8386705679454242,350.99,350.82
350.99,0.5224985647159484,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8526401643540925,350.99,350.82
350.99,0.5000000000000001,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8660254037844386,350.99,350.82
350.99,0.477158760259608,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8788171126619656,350.99,350.82
350.99,0.45399049973954625,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8910065241883681,350.99,350.82
350.99,0.430511096808295,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9025852843498606,350.99,350.82
350.99,0.40673664307579976,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9135454576426011,350.99,350.82
350.99,0.38268343236508984,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9238795325112867,350.99,350.82
350.99,0.3583679495453,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9335804264972019,350.99,350.82
350.99,0.3338068592337703,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9426414910921787,350.99,350.82
350.99,0.3090169943749473,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9510565162951536,350.99,350.82
350.99,0.2840153447039221,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9588197348681932,350.99,350.82
350.99,0.25881904510252074,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9659258262890683,350.99,350.82
350.99,0.23344536385590503,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9723699203976767,350.99,350.82
350.99,0.2079116908177586,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9781476007338058,350.99,350.82
350.99,0.18223552549214744,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9832549075639546,350.99,350.82
350.99,0.15643446504023026,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9876883405951378,350.99,350.82
350.99,0.1305261922200517,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9914448613738104,350.99,350.82
350.99,0.10452846326765323,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9945218953682734,350.99,350.82
350.99,0.07845909572784433,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9969173337331281,350.99,350.82
350.99,0.05233595624294352,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9986295347545739,350.99,350.82
350.99,0.026176948307872695,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9996573249755573,350.99,350.82
350.99,6.123233995736766e-17,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,1.0,350.99,350.82
350.99,-0.02617694830787346,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9996573249755573,350.99,350.82
350.99,-0.05233595624294473,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9986295347545738,350.99,350.82
350.99,-0.0784590957278451,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.996917333733128,350.99,350.82
350.99,-0.104528463267654,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9945218953682733,350.99,350.82
350.99,-0.1305261922200516,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9914448613738104,350.99,350.82
350.99,-0.15643446504023104,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9876883405951377,350.99,350.82
350.99,-0.1822355254921482,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9832549075639544,350.99,350.82
350.99,-0.20791169081775956,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9781476007338056,350.99,350.82
350.99,-0.23344536385590578,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9723699203976766,350.99,350.82
350.99,-0.25881904510252063,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9659258262890683,350.99,350.82
350.99,-0.28401534470392303,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9588197348681929,350.99,350.82
350.99,-0.3090169943749482,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9510565162951533,350.99,350.82
350.99,-0.333806859233771,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9426414910921783,350.99,350.82
350.99,-0.3583679495453007,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9335804264972016,350.99,350.82
350.99,-0.3826834323650895,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9238795325112868,350.99,350.82
350.99,-0.4067366430758005,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9135454576426008,350.99,350.82
350.99,-0.43051109680829575,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.9025852843498603,350.99,350.82
350.99,-0.45399049973954714,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8910065241883677,350.99,350.82
350.99,-0.47715876025960885,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8788171126619652,350.99,350.82
350.99,-0.4999999999999998,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8660254037844387,350.99,350.82
350.99,-0.5224985647159491,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8526401643540921,350.99,350.82
350.99,-0.5446390350150279,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8386705679454235,350.99,350.82
350.99,-0.5664062369248337,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.824126188622015,350.99,350.82
350.99,-0.5877852522924727,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.8090169943749478,350.99,350.82
350.99,-0.6087614290087207,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7933533402912352,350.99,350.82
350.99,-0.6293203910498376,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7771459614569708,350.99,350.82
350.99,-0.6494480483301842,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7604059656000304,350.99,350.82
350.99,-0.6691306063588589,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7431448254773936,350.99,350.82
350.99,-0.6883545756937535,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7253743710122881,350.99,350.82
350.99,-0.7071067811865475,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.7071067811865476,350.99,350.82
350.99,-0.725374371012288,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6883545756937536,350.99,350.82
350.99,-0.7431448254773947,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6691306063588577,350.99,350.82
350.99,-0.7604059656000315,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6494480483301831,350.99,350.82
350.99,-0.7771459614569707,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6293203910498377,350.99,350.82
350.99,-0.793353340291235,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.6087614290087209,350.99,350.82
350.99,-0.8090169943749477,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5877852522924728,350.99,350.82
350.99,-0.8241261886220159,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5664062369248324,350.99,350.82
350.99,-0.8386705679454246,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5446390350150262,350.99,350.82
350.99,-0.852640164354092,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.5224985647159494,350.99,350.82
350.99,-0.8660254037844387,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.49999999999999994,350.99,350.82
350.99,-0.8788171126619655,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.47715876025960824,350.99,350.82
350.99,-0.8910065241883682,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.4539904997395461,350.99,350.82
350.99,-0.902585284349861,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.4305110968082943,350.99,350.82
350.99,-0.9135454576426006,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.4067366430758008,350.99,350.82
350.99,-0.9238795325112867,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3826834323650899,350.99,350.82
350.99,-0.9335804264972017,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3583679495453002,350.99,350.82
350.99,-0.9426414910921788,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3338068592337699,350.99,350.82
350.99,-0.951056516295154,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.3090169943749463,350.99,350.82
350.99,-0.9588197348681929,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.28401534470392303,350.99,350.82
350.99,-0.9659258262890682,351.06,362.92,354.75,350.82,780.0,350.82,350.99,350.99,350.82,350.94,350.94,350.94,350.94,350.94,350.94,350.82,340,350.94,350.99,350.82,350.99,350.99,260,600,351.14,0.258819045102521,350.99,350.82
