Ethanol concentration
0.84632
0.84797
0.84914
0.84998
0.85057
0.85099
0.85129
0.8515
0.85191
0.85201
0.85088
0.84768
0.84166
0.83261
0.82055
0.80551
0.78783
0.76859
0.74931
0.73239
0.73915
0.76446
0.78674
0.80387
0.81679
0.82645
0.8336
0.83882
0.84616
0.84935
0.84949
0.84659
0.84446
0.84348
0.84426
0.84575
0.84897
0.85053
0.8499
0.84659
0.84435
0.84332
0.8441
0.84562
0.84715
0.84844
0.84943
0.85016
0.85069
0.85108
0.85135
0.85154
0.85193
0.85202
0.85088
0.84768
0.84166
0.83261
0.82055
0.80551
0.80096
0.80636
0.81518
0.82374
0.83825
0.8452
0.84625
0.84251
0.83476
0.8236
0.80932
0.79222
0.77318
0.75371
0.73613
0.72139
0.70999
0.7019
0.69637
0.69266
0.71133
0.74786
0.77628
0.79691
0.81196
0.82303
0.83116
0.83707
0.84135
0.84443
0.84663
0.84819
0.8493
0.85009
0.85065
0.85105
0.85171
0.85191
0.85083
0.84764
0.84554
0.84449
0.84509
0.8464
0.84774
0.84886
0.84973
0.85038
0.85085
0.85119
0.85143
0.8516
0.85196
0.85203
0.85089
0.84768
0.84558
0.84452
0.84512
0.84642
0.84775
0.84887
0.84974
0.85039
0.85085
0.85119
0.85143
0.8516
0.85172
0.85181
0.85187
0.85191
0.8521
0.85209
0.85092
0.84771
0.8456
0.84455
0.84514
0.84643
0.8493
0.85069
0.85
0.84669
0.84029
0.83077
0.81822
0.80271
0.78465
0.76531
0.74628
0.72983
0.71637
0.70636
0.6994
0.69469
0.69154
0.68947
0.6881
0.68721
0.70769
0.74575
0.77498
0.79605
0.82564
0.8385
0.84044
0.83517
0.82512
0.81144
0.79474
0.77586
0.75636
0.7384
0.72325
0.71136
0.70285
0.69701
0.69309
0.69048
0.68877
0.68765
0.68692
0.68644
0.68614
0.68594
0.68581
0.68573
0.70671
0.74518
0.77463
0.79581
0.82554
0.83844
0.84039
0.8351
0.83176
0.83166
0.8345
0.83818
0.8416
0.84438
0.8465
0.84807
0.85036
0.85129
0.85051
0.8474
0.84529
0.84425
0.8449
0.84625
0.84762
0.84878
0.84967
0.85034
0.85082
0.85116
0.85141
0.85159
0.85171
0.8518
0.85186
0.85191
0.85194
0.85196
0.85198
0.85199
0.85213
0.85211
0.85093
0.84771
0.8417
0.83265
0.82061
0.80558
0.80102
0.80641
0.81522
0.82376
0.83097
0.83664
0.84092
0.84406
0.84854
0.85046
0.85007
0.84706
0.84495
0.84394
0.84463
0.84604
0.84747
0.84867
0.84959
0.85028
0.85078
0.85114
0.85139
0.85157
0.85194
0.85202
0.85089
0.84768
0.84166
0.83261
0.82055
0.80552
0.78784
0.7686
0.74932
0.7324
0.73916
0.76446
0.78674
0.80387
0.82909
0.84039
0.84222
0.83746
0.83433
0.83397
0.83636
0.83961
0.84266
0.84516
0.84706
0.84847
0.84949
0.85022
0.85074
0.85111
0.85174
0.85193
0.85084
0.84765
0.84555
0.84449
0.8451
0.8464
0.84929
0.85069
0.84999
0.84668
0.84028
0.83077
0.81821
0.8027
0.79828
0.80434
0.81373
0.82268
0.83019
0.81422
0.82294
0.82992
0.83515
0.83901
0.84186
0.844
0.84563
0.84689
0.84787
0.84863
0.84923
0.84971
0.85009
0.85039
0.85062
0.85081
0.85096
0.85108
0.85117
0.85125
0.85131
0.85136
0.8514
0.85143
0.85145
0.85147
0.85149
0.8515
0.85151
0.85152
0.85152
0.8515
0.8509
0.84926
0.84649
0.84499
0.84379
0.84332
0.84344
0.84393
0.84461
0.84537
0.84616
0.84764
0.84722
0.84473
0.84071
0.83868
0.83736
0.83715
0.83769
0.83866
0.83982
0.84105
0.84227
0.84456
0.84401
0.84083
0.83601
0.83008
0.82331
0.81588
0.80803
0.80524
0.80594
0.80881
0.81241
0.81611
0.81967
0.82297
0.82601
0.82878
0.8313
0.8336
0.8357
0.8376
0.83933
0.8409
0.84233
0.84482
0.84443
0.84141
0.83671
0.83089
0.8242
0.81686
0.80904
0.80091
0.79282
0.785
0.77763
0.77659
0.78155
0.78841
0.79524
0.80148
0.80705
0.81197
0.81631
0.82251
0.81988
0.81343
0.80575
0.80302
0.80399
0.80714
0.81098
0.81682
0.81332
0.80635
0.79836
0.79589
0.79778
0.80184
0.80646
0.81098
0.8152
0.81905
0.82253
0.82567
0.82851
0.83109
0.83342
0.83729
0.83615
0.83164
0.82544
0.81832
0.81059
0.80252
0.79439
0.7921
0.7945
0.79908
0.80411
0.81117
0.80741
0.80013
0.79223
0.78445
0.77714
0.7707
0.76514
0.76039
0.75644
0.75326
0.75076
0.74882
0.74733
0.74619
0.74532
0.74863
0.75952
0.771
0.78118
0.7899
0.79732
0.80366
0.80913
0.81388
0.81806
0.82175
0.82503
0.82797
0.83062
0.83301
0.83517
0.83882
0.83784
0.83359
0.82766
0.825
0.82408
0.82488
0.82654
0.82858
0.83072
0.83283
0.83484
0.83674
0.83849
0.8401
0.84158
0.84419
0.84373
0.84055
0.83569
0.83336
0.83211
0.83224
0.8332
0.83457
0.83611
0.8377
0.83924
0.84071
0.84208
0.84335
0.8445
0.84554
0.84647
0.84728
0.848
0.84918
0.84885
0.8468
0.84332
0.8415
0.8402
0.83985
0.8402
0.84169
0.84022
0.83607
0.8304
0.82372
0.81636
0.80852
0.80038
0.79231
0.7845
0.77718
0.77073
0.76517
0.76042
0.75646
0.75328
0.75077
0.74883
0.74733
0.74619
0.74936
0.76007
0.77142
0.78152
0.79318
0.7892
0.78212
0.77512
0.76896
0.76365
0.75914
0.75542
0.75245
0.75013
0.74833
0.74695
0.7459
0.74511
0.7445
0.74405
0.7437
0.74344
0.74325
0.7431
0.74299
0.74291
0.74285
0.7428
0.74654
0.75793
0.76977
0.78021
0.79216
0.78821
0.78117
0.77428
0.77357
0.7791
0.78642
0.79361
0.80012
0.8059
0.81097
0.81545
0.82177
0.81909
0.81257
0.80484
0.80214
0.80322
0.80647
0.81041
0.81438
0.81815
0.82164
0.82482
0.82772
0.83035
0.83274
0.83492
0.8369
0.83869
0.84032
0.8418
0.84314
0.84435
0.84542
0.84637
0.848
0.84772
0.84542
0.84159
0.83658
0.83062
0.82388
0.8165
0.81361
0.81349
0.81539
0.81814
0.82112
0.82407
0.82688
0.8295
0.83376
0.83217
0.82706
0.82037
0.81756
0.81713
0.81862
0.82098
0.82363
0.82629
0.82886
0.83128
0.83351
0.83558
0.83747
0.8392
0.8422
0.84157
0.83798
0.83268
0.8263
0.81918
0.81147
0.80343
0.79528
0.78738
0.77982
0.77303
0.77245
0.77818
0.78568
0.793
0.80223
0.79816
0.79088
0.78324
0.78169
0.78574
0.79182
0.79805
0.80385
0.80906
0.8137
0.81783
0.82151
0.82479
0.82775
0.83041
0.8347
0.83327
0.82835
0.82179
0.81901
0.81847
0.81982
0.82203
0.8261
0.82323
0.81695
0.8094
0.80134
0.79325
0.78541
0.77801
0.77693
0.78183
0.78863
0.79542
0.80164
0.87668
0.87778
0.87885
0.87987
0.88079
0.88163
0.8824
0.88314
0.88385
0.88454
0.8852
0.88582
0.88639
0.88691
0.88738
0.88782
0.88822
0.88859
0.88894
0.88927
0.88959
0.88988
0.89016
0.89041
0.89065
0.89086
0.89106
0.89123
0.89139
0.89153
0.89165
0.89176
0.88929
0.88542
0.8804
0.87421
0.87479
0.87594
0.87705
0.87815
0.87921
0.88019
0.88108
0.8819
0.87667
0.86981
0.86202
0.85322
0.85525
0.85773
0.86014
0.86241
0.86445
0.86625
0.86792
0.86955
0.86249
0.85371
0.84375
0.83317
0.8221
0.81058
0.79953
0.78942
0.80017
0.80992
0.81822
0.82482
0.8307
0.83603
0.84047
0.84433
0.84798
0.85133
0.85423
0.85678
0.85921
0.86155
0.86369
0.86557
0.85777
0.84843
0.83834
0.82712
0.81606
0.80446
0.79408
0.78413
0.77521
0.76798
0.76225
0.75768
0.77532
0.79028
0.80148
0.81108
0.81915
0.8256
0.83143
0.83665
0.82615
0.81502
0.80349
0.79319
0.80317
0.81258
0.82032
0.82661
0.81631
0.8047
0.7943
0.78434
0.79635
0.80654
0.81546
0.82259
0.82864
0.83421
0.83898
0.84298
0.84669
0.85018
0.85324
0.85589
0.84701
0.83684
0.82561
0.81443
0.80295
0.79269
0.78281
0.77411
0.78871
0.80025
0.80999
0.81828
0.80738
0.79671
0.78668
0.77738
0.76971
0.76362
0.75878
0.75494
0.75191
0.74958
0.74781
0.74648
0.7455
0.74478
0.74425
0.74386
0.76485
0.78193
0.79519
0.80554
0.81461
0.82192
0.82803
0.83366
0.83852
0.84258
0.84631
0.84983
0.85295
0.85563
0.8581
0.86049
0.85232
0.84228
0.83147
0.82047
0.82608
0.83187
0.83703
0.84131
0.8451
0.84871
0.85198
0.85478
0.85729
0.85971
0.86202
0.8641
0.85614
0.84649
0.83628
0.82506
0.83023
0.83562
0.84014
0.84402
0.84768
0.85107
0.85401
0.85658
0.85901
0.86136
0.86352
0.86542
0.86714
0.86879
0.8704
0.87193
0.86513
0.85652
0.84695
0.83677
0.84048
0.84433
0.84798
0.85134
0.842
0.83115
0.82016
0.80852
0.79772
0.78766
0.77823
0.77039
0.76417
0.75921
0.75528
0.75217
0.74978
0.74796
0.74659
0.74558
0.74484
0.74429
0.7439
0.74361
0.76467
0.78178
0.79508
0.80544
0.79568
0.78567
0.77652
0.76902
0.76308
0.75835
0.75458
0.75163
0.74936
0.74765
0.74636
0.74541
0.74471
0.7442
0.74383
0.74356
0.74337
0.74322
0.74312
0.74305
0.743
0.74296
0.74293
0.74291
0.76418
0.78138
0.79478
0.80519
0.79545
0.78545
0.77633
0.76887
0.78454
0.79711
0.80721
0.81602
0.82303
0.82904
0.83457
0.83928
0.82889
0.8179
0.80623
0.79569
0.80528
0.8144
0.82175
0.82788
0.83352
0.83841
0.84248
0.84622
0.84974
0.85287
0.85556
0.85803
0.86043
0.86268
0.86468
0.86646
0.86812
0.86975
0.87132
0.87278
0.86605
0.85755
0.84817
0.83807
0.82684
0.81576
0.80418
0.79383
0.8037
0.81304
0.82068
0.82693
0.83266
0.83769
0.84186
0.84563
0.83612
0.8249
0.81365
0.80225
0.81107
0.81914
0.8256
0.83142
0.83665
0.84099
0.84481
0.84843
0.85173
0.85457
0.8571
0.85952
0.85125
0.84119
0.83023
0.81925
0.80758
0.7969
0.78686
0.77754
0.76984
0.76372
0.75886
0.75499
0.77316
0.78861
0.80018
0.80993
0.79964
0.78953
0.7799
0.77174
0.78685
0.79883
0.80873
0.81727
0.82404
0.82997
0.8354
0.83995
0.84385
0.84752
0.85093
0.85389
0.8447
0.83427
0.82313
0.81171
0.81903
0.8255
0.83133
0.83657
0.82607
0.81493
0.80341
0.79312
0.78321
0.77445
0.76738
0.76177
0.77868
0.7928
0.80352
0.81288
0.82056
0.80297
0.79614
0.78824
0.78038
0.77312
0.7667
0.76117
0.75648
0.75255
0.74927
0.74652
0.74421
0.74229
0.74067
0.73931
0.73816
0.73719
0.73637
0.73567
0.73507
0.73456
0.73413
0.73375
0.73343
0.73315
0.73292
0.73271
0.73253
0.73238
0.73225
0.73213
0.73203
0.8084
0.83842
0.84309
0.83598
0.82772
0.81068
0.7911
0.77335
0.75896
0.748
0.74
0.73434
0.80701
0.83678
0.83992
0.83134
0.8223
0.80393
0.78345
0.76547
0.75133
0.74088
0.73348
0.72846
0.80522
0.83574
0.83855
0.82947
0.81491
0.79701
0.77709
0.7567
0.73569
0.70281
0.68236
0.67334
0.67116
0.67269
0.67608
0.68029
0.68475
0.68913
0.6933
0.69717
0.70071
0.70394
0.70686
0.7095
0.80163
0.83476
0.8385
0.82974
0.8153
0.79747
0.77757
0.75717
0.73885
0.72331
0.7113
0.70283
0.67271
0.64213
0.63391
0.63663
0.64366
0.65206
0.66049
0.66841
0.79034
0.82719
0.82759
0.81505
0.80347
0.78088
0.75822
0.7404
0.80412
0.83128
0.82944
0.81673
0.80537
0.78315
0.76062
0.74271
0.72994
0.72145
0.71619
0.71322
0.71185
0.71155
0.71196
0.71282
0.80211
0.83477
0.83822
0.82926
0.81469
0.79676
0.77683
0.75645
0.73539
0.7025
0.68209
0.67312
0.78787
0.82121
0.81678
0.80101
0.7815
0.7611
0.74223
0.72611
0.71336
0.70425
0.698
0.69378
0.69096
0.6891
0.68788
0.68709
0.65443
0.62678
0.62262
0.62847
0.63774
0.64773
0.65729
0.666
0.67376
0.68059
0.68658
0.69181
0.6964
0.70042
0.70396
0.70709
0.80099
0.83441
0.83807
0.82915
0.81979
0.80085
0.78003
0.762
0.74802
0.73782
0.73072
0.72599
0.72302
0.72131
0.72049
0.72028
0.80426
0.836
0.83981
0.83144
0.82244
0.80413
0.78368
0.76571
0.75156
0.7411
0.73368
0.72864
0.72537
0.72339
0.72233
0.72191
0.72194
0.72225
0.72274
0.72333
0.80562
0.83694
0.84126
0.83349
0.82483
0.80709
0.78702
0.76913
0.81339
0.83735
0.83732
0.82696
0.81165
0.79323
0.77316
0.75295
0.73524
0.72039
0.70921
0.70139
0.69606
0.69248
0.6901
0.68854
0.68751
0.68685
0.68641
0.68613
0.65333
0.62588
0.62197
0.628
0.77955
0.81644
0.81095
0.79405
0.77415
0.75388
0.73604
0.72103
0.70966
0.7017
0.69627
0.69262
0.6902
0.6886
0.68755
0.68687
0.68643
0.68614
0.68596
0.68584
0.68576
0.68571
0.68568
0.68566
0.65278
0.62544
0.62164
0.62776
0.77951
0.81642
0.81092
0.79402
0.77911
0.75175
0.72808
0.71219
0.70284
0.69809
0.69635
0.69649
0.79656
0.8306
0.8318
0.82048
0.80978
0.78855
0.76646
0.74843
0.73523
0.72618
0.72033
0.71682
0.71497
0.71425
0.7143
0.71485
0.7157
0.71674
0.71787
0.71901
0.72015
0.72123
0.72226
0.72321
0.80572
0.83704
0.84145
0.83378
0.82039
0.80342
0.78394
0.76357
0.74366
0.7114
0.6899
0.67942
0.67592
0.67638
0.67894
0.68253
0.79333
0.82878
0.82952
0.81752
0.80633
0.78435
0.76193
0.744
0.73113
0.72251
0.71711
0.71402
0.71254
0.71215
0.71248
0.71327
0.80223
0.83484
0.83831
0.82939
0.81485
0.79695
0.77703
0.75664
0.7384
0.72294
0.71104
0.70265
0.6725
0.64194
0.63378
0.63653
0.78104
0.81729
0.81199
0.79529
0.78058
0.75348
0.7298
0.71374
0.70417
0.6992
0.69727
0.69724
0.69837
0.70016
0.7023
0.70457
0.79986
0.83348
0.83653
0.82698
0.81728
0.79776
0.77659
0.75853
0.80977
0.83498
0.83423
0.82291
0.80673
0.78764
0.76738
0.7477
0.72512
0.69163
0.67281
0.66579
0.66534
0.82058
0.82736
0.81765
0.79051
0.74579
0.69071
0.63955
0.60246
0.57791
0.56229
0.55265
0.54683
0.54337
0.54133
0.54012
0.53942
0.53901
0.53877
0.53862
0.53854
0.53849
0.53846
0.53844
0.53843
0.53843
0.53842
0.53842
0.53842
0.53842
0.53842
0.53842
0.53842
0.64847
0.72345
0.76397
0.78875
0.79973
0.77903
0.73283
0.6778
0.62943
0.59568
0.57357
0.55958
0.65666
0.72741
0.76625
0.79022
0.80103
0.78108
0.7357
0.68065
0.63161
0.59713
0.57447
0.56014
0.65688
0.72751
0.76631
0.79026
0.80639
0.81797
0.82665
0.83334
0.83819
0.83633
0.82307
0.79605
0.75305
0.6984
0.64594
0.60678
0.58074
0.56406
0.55373
0.54748
0.54375
0.54155
0.54026
0.53949
0.64888
0.72364
0.76408
0.78882
0.80539
0.81723
0.82609
0.83291
0.83823
0.84237
0.84549
0.84773
0.84924
0.84916
0.84459
0.8324
0.80971
0.77276
0.72127
0.6665
0.70162
0.74964
0.77933
0.79879
0.80855
0.79278
0.75279
0.69851
0.7171
0.75754
0.78408
0.80196
0.81129
0.79702
0.75916
0.70569
0.65226
0.61113
0.5836
0.56586
0.55483
0.54814
0.54415
0.54178
0.64975
0.72407
0.76433
0.78898
0.8055
0.81731
0.82615
0.83296
0.83787
0.8359
0.82236
0.7949
0.78082
0.79366
0.80702
0.81782
0.82631
0.83299
0.83825
0.84237
0.84548
0.84772
0.84925
0.85026
0.8509
0.85131
0.85156
0.85171
0.85181
0.8513
0.84787
0.83825
0.81952
0.78814
0.74141
0.68614
0.63588
0.59999
0.57632
0.56129
0.55204
0.54647
0.54316
0.5412
0.64953
0.72396
0.76426
0.78894
0.7999
0.7793
0.7332
0.67816
0.62972
0.59587
0.57369
0.55966
0.55105
0.54588
0.54281
0.54099
0.64945
0.72392
0.76424
0.78892
0.79989
0.77928
0.73317
0.67814
0.6297
0.59586
0.57369
0.55965
0.55105
0.54588
0.54281
0.54099
0.53993
0.5393
0.53894
0.53873
0.64858
0.7235
0.764
0.78877
0.79975
0.77906
0.73287
0.67784
0.70686
0.75229
0.78091
0.79985
0.81316
0.82299
0.8305
0.83635
0.84091
0.84441
0.84697
0.84874
0.84993
0.85069
0.85117
0.85148
0.85166
0.85178
0.85185
0.85189
0.85192
0.85138
0.84797
0.83842
0.82651
0.82639
0.83058
0.83537
0.83972
0.84332
0.84611
0.84813
0.84951
0.85042
0.851
0.85137
0.8516
0.85174
0.85182
0.85187
0.8519
0.85192
0.85193
0.85194
0.85194
0.85195
0.85195
0.85195
0.85195
0.8514
0.848
0.83848
0.82658
0.82645
0.83062
0.83541
0.83938
0.83729
0.82428
0.79789
0.75568
0.70127
0.64839
0.60845
0.67655
0.73714
0.77192
0.79391
0.80429
0.78617
0.74301
0.68807
0.63741
0.60103
0.57699
0.56171
0.5523
0.54662
0.54325
0.54125
0.54008
0.53939
0.53899
0.53876
0.53862
0.53854
0.53849
0.53846
0.64848
0.72345
0.76397
0.78875
0.80534
0.8172
0.82606
0.83289
0.83781
0.83583
0.82223
0.7947
0.75111
0.69629
0.64415
0.60557
0.67534
0.73654
0.77157
0.79368
0.80409
0.78585
0.74255
0.6876
0.63705
0.60078
0.57682
0.56161
0.55223
0.54658
0.54322
0.54124
0.64954
0.72397
0.76427
0.78894
0.80547
0.81729
0.82614
0.83295
0.83826
0.84239
0.84551
0.84774
0.84925
0.84917
0.84461
0.83242
0.81912
0.82053
0.82612
0.83195
0.83656
0.83359
0.81816
0.78803
0.74165
0.6864
0.63609
0.60014
0.57641
0.56135
0.55208
0.54649
0.65156
0.72494
0.76483
0.7893
0.80022
0.7798
0.7339
0.67886
0.70734
0.75253
0.78106
0.79994
0.81323
0.82304
0.83054
0.83638
0.84067
0.83955
0.82845
0.80493
0.766
0.79814
0.78437
0.77036
0.75567
0.73589
0.70262
0.65349
0.60824
0.5785
0.56098
0.55098
0.54535
0.54219
0.54042
0.53944
0.53889
0.53859
0.53841
0.53832
0.53826
0.53823
0.53822
0.53821
0.5382
0.5382
0.5382
0.5382
0.53819
0.53819
0.53819
0.53819
0.53819
0.68981
0.7493
0.78231
0.8033
0.79036
0.75866
0.71682
0.66395
0.61529
0.58276
0.56344
0.55237
0.69411
0.75159
0.78371
0.80424
0.79138
0.75999
0.71868
0.66613
0.61694
0.58377
0.56402
0.55271
0.69421
0.75164
0.78374
0.80426
0.81851
0.829
0.83704
0.84335
0.83392
0.81355
0.78975
0.76452
0.73415
0.6908
0.63866
0.5977
0.57219
0.55736
0.54894
0.5442
0.54155
0.54006
0.53924
0.53878
0.68999
0.74939
0.78237
0.80334
0.81785
0.8285
0.83665
0.84305
0.84813
0.85215
0.85525
0.85753
0.84876
0.83057
0.80965
0.78975
0.7713
0.75149
0.72379
0.68024
0.73582
0.77441
0.79809
0.81413
0.8021
0.77381
0.73793
0.69086
0.73962
0.77651
0.79945
0.81508
0.80314
0.77513
0.73974
0.69337
0.64004
0.59853
0.57268
0.55764
0.54909
0.54429
0.54159
0.54009
0.69039
0.7496
0.7825
0.80342
0.81791
0.82855
0.83669
0.84308
0.83362
0.81318
0.78929
0.76392
0.7856
0.80591
0.8198
0.83
0.83783
0.84398
0.84887
0.85273
0.85569
0.85784
0.85932
0.86028
0.86089
0.86127
0.86151
0.86165
0.85258
0.8342
0.81315
0.79351
0.77638
0.76024
0.74056
0.70913
0.66119
0.61397
0.582
0.563
0.55213
0.54599
0.54255
0.54062
0.69055
0.74969
0.78255
0.80346
0.79054
0.75889
0.71714
0.66432
0.61557
0.58293
0.56353
0.55243
0.54616
0.54264
0.54068
0.53958
0.69023
0.74952
0.78245
0.80339
0.79046
0.75879
0.717
0.66416
0.61545
0.58285
0.56349
0.55241
0.54615
0.54264
0.54067
0.53958
0.53897
0.53863
0.53844
0.53833
0.68985
0.74932
0.78232
0.80331
0.79037
0.75867
0.71684
0.66397
0.72909
0.77062
0.79565
0.81242
0.82446
0.83352
0.84058
0.84617
0.8506
0.85407
0.85668
0.85853
0.85977
0.86057
0.86107
0.86139
0.86158
0.86169
0.86176
0.8618
0.85272
0.83432
0.81326
0.79361
0.81519
0.83222
0.84168
0.84783
0.85221
0.85541
0.85769
0.85923
0.86023
0.86086
0.86126
0.8615
0.86164
0.86173
0.86179
0.86182
0.86184
0.86185
0.86186
0.86186
0.86186
0.86186
0.86186
0.86186
0.85277
0.83436
0.8133
0.79365
0.81523
0.83227
0.84172
0.84787
0.83908
0.82011
0.79803
0.77557
0.7509
0.71744
0.66913
0.61987
0.71454
0.76263
0.79058
0.80891
0.79646
0.76656
0.72785
0.67743
0.6259
0.58936
0.56728
0.55456
0.54736
0.54331
0.54105
0.53979
0.53909
0.5387
0.53848
0.53835
0.53828
0.53824
0.53822
0.53821
0.68982
0.7493
0.78231
0.8033
0.81782
0.82848
0.83663
0.84303
0.83357
0.81313
0.78923
0.76383
0.73308
0.68921
0.63712
0.59668
0.70743
0.75876
0.78815
0.80725
0.79466
0.76424
0.7246
0.67333
0.62256
0.58726
0.56605
0.55386
0.54696
0.54309
0.54093
0.53972
0.69028
0.74954
0.78246
0.8034
0.8179
0.82854
0.83668
0.84307
0.84814
0.85216
0.85526
0.85754
0.84877
0.83058
0.80966
0.78976
0.81094
0.82745
0.83721
0.84398
0.83478
0.81479
0.79143
0.76687
0.7378
0.6964
0.64432
0.60153
0.57447
0.55866
0.54967
0.54461
0.69176
0.75033
0.78294
0.80372
0.79082
0.75926
0.71766
0.66493
0.72944
0.77081
0.79577
0.8125
0.82452
0.83357
0.84061
0.8462
0.83699
0.81725
0.79431
0.77054
0.74326
0.79814
0.78448
0.77152
0.76098
0.75299
0.74712
0.74286
0.73976
0.73749
0.73583
0.73459
0.73366
0.73295
0.73241
0.73199
0.73166
0.73141
0.73121
0.73105
0.73093
0.73083
0.73076
0.7307
0.73065
0.73061
0.73058
0.73056
0.73054
0.73053
0.73051
0.7305
0.7305
0.79316
0.82703
0.8431
0.85087
0.84275
0.82484
0.80477
0.78698
0.77279
0.76204
0.75407
0.7482
0.79986
0.83022
0.84494
0.85211
0.84402
0.82623
0.80619
0.78826
0.77388
0.76292
0.75477
0.74875
0.80008
0.83032
0.845
0.85215
0.85583
0.85783
0.859
0.85972
0.85055
0.83189
0.81092
0.79206
0.77685
0.7652
0.7565
0.75006
0.7453
0.74176
0.73912
0.73714
0.73564
0.73449
0.73361
0.73293
0.7941
0.82749
0.84337
0.85106
0.85501
0.85721
0.85852
0.85936
0.85991
0.86029
0.86056
0.86074
0.85152
0.83285
0.81181
0.79283
0.77747
0.76569
0.75688
0.75035
0.8007
0.83062
0.84517
0.85227
0.84418
0.82641
0.80636
0.78841
0.81563
0.83768
0.84894
0.85452
0.84628
0.82845
0.80825
0.79004
0.77534
0.76409
0.75567
0.74945
0.74484
0.74141
0.73886
0.73694
0.79564
0.82822
0.8438
0.85136
0.85525
0.85739
0.85866
0.85947
0.85029
0.83161
0.81065
0.79183
0.81706
0.83839
0.84934
0.85478
0.85756
0.85903
0.85986
0.86033
0.86063
0.86081
0.86094
0.86102
0.86108
0.86112
0.86115
0.86117
0.85194
0.83328
0.81222
0.79319
0.77776
0.76593
0.75707
0.7505
0.74563
0.74202
0.73932
0.73729
0.73576
0.73459
0.73369
0.73299
0.79413
0.8275
0.84338
0.85107
0.84296
0.82508
0.80502
0.78721
0.77299
0.7622
0.7542
0.7483
0.74395
0.74073
0.73834
0.73654
0.79548
0.82814
0.84376
0.85133
0.84324
0.82539
0.80534
0.7875
0.77324
0.7624
0.75436
0.74842
0.74405
0.74081
0.7384
0.73659
0.73521
0.73416
0.73336
0.73273
0.79403
0.82745
0.84335
0.85105
0.84294
0.82505
0.805
0.78718
0.81507
0.8374
0.84877
0.85441
0.85729
0.85885
0.85972
0.86024
0.86056
0.86076
0.8609
0.86099
0.86106
0.8611
0.86114
0.86116
0.86118
0.86119
0.8612
0.8612
0.85198
0.83332
0.81226
0.79322
0.81768
0.8387
0.84952
0.8549
0.85765
0.8591
0.8599
0.86037
0.86065
0.86083
0.86095
0.86103
0.86108
0.86112
0.86115
0.86117
0.86118
0.86119
0.8612
0.86121
0.86121
0.86121
0.86121
0.86122
0.85199
0.83333
0.81227
0.79323
0.81769
0.8387
0.84953
0.8549
0.84664
0.82883
0.80861
0.79036
0.7756
0.76429
0.75584
0.74957
0.8004
0.83048
0.84509
0.85222
0.84412
0.82635
0.8063
0.78836
0.77397
0.76299
0.75482
0.74879
0.74433
0.74103
0.73856
0.73671
0.73531
0.73424
0.73341
0.73278
0.73228
0.7319
0.73159
0.73136
0.7935
0.82719
0.8432
0.85094
0.85492
0.85713
0.85846
0.85931
0.85013
0.83144
0.81048
0.79168
0.77653
0.76494
0.7563
0.7499
0.80052
0.83053
0.84512
0.85224
0.84414
0.82637
0.80632
0.78838
0.77398
0.76301
0.75483
0.7488
0.74434
0.74103
0.73856
0.73671
0.79555
0.82818
0.84378
0.85135
0.85523
0.85738
0.85866
0.85946
0.85999
0.86035
0.8606
0.86077
0.85155
0.83288
0.81184
