Pressure,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,L,V,D,B,F,Ethanol concentration,time_hours,hour_of_day,T1_lag1,T1_lag5,T1_lag10,T1_lag30,T1_lag60,T1_lag240,T2_lag1,T2_lag5,T2_lag10,T2_lag30,T2_lag60,T2_lag240,T3_lag1,T3_lag5,T3_lag10,T3_lag30,T3_lag60,T3_lag240,T4_lag1,T4_lag5,T4_lag10,T4_lag30,T4_lag60,T4_lag240,T5_lag1,T5_lag5,T5_lag10,T5_lag30,T5_lag60,T5_lag240,T1_rolling_mean_5,T2_rolling_mean_5,T3_rolling_mean_5,T4_rolling_mean_5,T5_rolling_mean_5,hour_of_day_sin,hour_of_day_cos
1.01,350.87,350.92,350.98,351.06,351.16,351.3,351.49,351.78,352.29,353.42,356.55,362.36,370.96,372.83,450.0,600.0,150,200,350,0.8313,84.30000000000001,12.300000000000011,350.87,350.91,350.93,350.83,350.82,350.9,350.93,350.98,351.05,350.87,350.86,351.0,351.0,351.08,351.22,350.91,350.9,351.15,351.08,351.2,351.49,350.97,350.94,351.38,351.19,351.38,351.98,351.03,351.0,351.79,350.882,350.942,351.014,351.11,351.234,-0.07845909572784747,-0.9969173337331277
1.01,350.86,350.91,350.97,351.05,351.14,351.26,351.43,351.68,352.11,352.98,355.3,360.82,370.32,372.75,450.0,600.0,150,200,350,0.8336,84.4,12.400000000000006,350.87,350.9,350.94,350.83,350.82,350.94,350.92,350.97,351.05,350.87,350.86,351.09,350.98,351.05,351.22,350.91,350.9,351.32,351.06,351.17,351.46,350.96,350.94,351.71,351.16,351.32,351.85,351.02,351.0,352.57,350.87399999999997,350.93,350.998,351.08599999999996,351.198,-0.10452846326765526,-0.9945218953682732
1.01,350.86,350.9,350.96,351.03,351.12,351.23,351.38,351.6,351.97,352.68,354.43,359.18,369.38,372.62,450.0,600.0,150,200,350,0.8357,84.5,12.5,350.86,350.89,350.93,350.83,350.82,351.0,350.91,350.95,351.04,350.87,350.86,351.21,350.97,351.03,351.18,350.92,350.9,351.56,351.05,351.13,351.37,350.97,350.94,352.28,351.14,351.27,351.67,351.05,351.0,354.3,350.86800000000005,350.92,350.98400000000004,351.066,351.168,-0.13052619222005177,-0.9914448613738104
1.01,350.85,350.9,350.95,351.02,351.1,351.2,351.34,351.54,351.86,352.45,353.81,357.67,368.11,372.42,450.0,600.0,150,200,350,0.8376,84.60000000000001,12.600000000000009,350.86,350.88,350.93,350.84,350.82,351.07,350.9,350.94,351.02,350.88,350.86,351.36,350.96,351.01,351.14,350.93,350.9,351.9,351.03,351.11,351.3,351.0,350.94,353.22,351.12,351.23,351.54,351.09,350.99,357.64,350.86199999999997,350.912,350.97200000000004,351.04799999999994,351.142,-0.15643446504023292,-0.9876883405951374
1.01,350.85,350.89,350.94,351.01,351.08,351.18,351.31,351.49,351.77,352.27,353.37,356.45,366.52,372.14,450.0,600.0,150,200,350,0.83933,84.7,12.700000000000003,350.85,350.87,350.92,350.84,350.82,351.15,350.9,350.93,351.0,350.9,350.86,351.53,350.95,351.0,351.11,350.96,350.9,352.32,351.02,351.08,351.25,351.04,350.94,354.59,351.1,351.19,351.45,351.15,350.99,361.44,350.85800000000006,350.904,350.96,351.034,351.12,-0.18223552549214836,-0.9832549075639544
1.01,350.84,350.89,350.94,351.0,351.07,351.16,351.28,351.44,351.7,352.14,353.05,355.53,364.73,371.74,450.0,600.0,150,200,350,0.8409,84.80000000000001,12.800000000000011,350.85,350.87,350.91,350.85,350.82,351.21,350.89,350.92,350.98,350.9,350.86,351.69,350.94,350.98,351.08,350.97,350.89,352.77,351.01,351.06,351.2,351.05,350.94,356.22,351.08,351.16,351.38,351.17,350.99,363.97,350.852,350.89799999999997,350.952,351.02200000000005,351.102,-0.20791169081776212,-0.978147600733805
1.01,350.84,350.88,350.93,350.99,351.05,351.14,351.25,351.41,351.64,352.03,352.81,354.86,362.88,371.22,450.0,600.0,150,200,350,0.84233,84.9,12.900000000000006,350.84,350.86,350.9,350.85,350.82,351.27,350.89,350.91,350.97,350.9,350.86,351.84,350.94,350.97,351.05,350.97,350.89,353.21,351.0,351.05,351.17,351.05,350.94,357.75,351.07,351.14,351.32,351.15,350.99,365.25,350.848,350.892,350.944,351.00999999999993,351.084,-0.23344536385590658,-0.9723699203976763
1.01,350.84,350.88,350.92,350.98,351.05,351.14,351.26,351.45,351.76,352.38,354.01,359.32,369.71,372.68,1050.0,1400.0,350,300,650,0.84482,85.0,13.0,350.84,350.86,350.89,350.85,350.82,351.32,350.88,350.9,350.95,350.9,350.86,351.96,350.93,350.96,351.03,350.96,350.89,353.58,350.99,351.03,351.13,351.04,350.94,358.9,351.05,351.12,351.27,351.14,350.99,365.88,350.84399999999994,350.888,350.936,351.0,351.07000000000005,-0.2588190451025208,-0.9659258262890683
1.01,350.84,350.88,350.93,351.0,351.08,351.19,351.36,351.63,352.13,353.35,357.37,364.47,371.73,372.93,1050.0,1400.0,350,300,650,0.84443,85.10000000000001,13.100000000000009,350.84,350.85,350.88,350.85,350.82,351.35,350.88,350.9,350.94,350.9,350.86,352.04,350.92,350.95,351.01,350.96,350.89,353.86,350.98,351.02,351.11,351.03,350.94,359.71,351.05,351.1,351.23,351.12,350.99,366.22,350.842,350.884,350.932,350.996,351.066,-0.2840153447039245,-0.9588197348681925
1.01,350.84,350.89,350.95,351.03,351.14,351.28,351.52,351.94,352.86,355.76,362.88,366.68,372.2,372.98,1050.0,1400.0,350,300,650,0.84141,85.2,13.200000000000003,350.84,350.85,350.87,350.85,350.82,351.38,350.88,350.89,350.93,350.9,350.86,352.1,350.93,350.94,351.0,350.95,350.89,354.06,351.0,351.01,351.08,351.02,350.94,360.24,351.08,351.08,351.19,351.1,350.99,366.42,350.84,350.88399999999996,350.934,351.0,351.078,-0.30901699437494773,-0.9510565162951535
1.01,350.85,350.91,350.98,351.08,351.22,351.42,351.77,352.49,354.52,360.71,366.11,367.25,372.31,372.99,1050.0,1400.0,350,300,650,0.83671,85.30000000000001,13.300000000000011,350.84,350.84,350.87,350.85,350.82,351.39,350.89,350.89,350.92,350.89,350.86,352.14,350.95,350.94,350.98,350.94,350.89,354.19,351.03,351.0,351.06,351.01,350.94,360.59,351.14,351.07,351.16,351.08,350.99,366.53,350.842,350.88800000000003,350.942,351.01599999999996,351.108,-0.33380685923377384,-0.9426414910921773
1.01,350.87,350.94,351.02,351.15,351.32,351.62,352.17,353.57,358.18,365.03,367.09,367.38,372.33,373.0,1050.0,1400.0,350,300,650,0.83089,85.4,13.400000000000006,350.85,350.84,350.86,350.84,350.82,351.4,350.91,350.88,350.91,350.89,350.86,352.17,350.98,350.93,350.97,350.94,350.89,354.29,351.08,350.99,351.05,351.0,350.94,360.82,351.22,351.05,351.14,351.07,350.99,366.61,350.848,350.9,350.96,351.048,351.162,-0.35836794954530166,-0.9335804264972012
1.01,350.88,350.96,351.07,351.23,351.47,351.9,352.86,355.83,362.99,366.71,367.33,367.41,372.34,373.0,1050.0,1400.0,350,300,650,0.8242,85.5,13.5,350.87,350.84,350.86,350.84,350.82,351.41,350.94,350.88,350.9,350.88,350.86,352.19,351.02,350.92,350.96,350.93,350.89,354.35,351.15,350.98,351.03,350.99,350.94,360.97,351.32,351.05,351.12,351.06,350.99,366.65,350.85600000000005,350.916,350.99,351.09799999999996,351.246,-0.38268343236508967,-0.9238795325112868
1.01,350.9,351.0,351.13,351.34,351.67,352.34,354.13,359.8,365.8,367.21,367.4,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.81686,85.60000000000001,13.600000000000009,350.88,350.84,350.85,350.84,350.82,351.42,350.96,350.88,350.9,350.88,350.86,352.2,351.07,350.93,350.95,350.92,350.89,354.39,351.23,351.0,351.02,350.98,350.94,361.06,351.47,351.08,351.1,351.05,350.99,366.68,350.868,350.93999999999994,351.03000000000003,351.166,351.36400000000003,-0.40673664307580226,-0.9135454576426
1.01,350.93,351.04,351.21,351.47,351.94,353.0,356.39,363.66,366.85,367.35,367.41,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.80904,85.7,13.700000000000003,350.9,350.84,350.85,350.84,350.82,351.32,351.0,350.89,350.89,350.88,350.86,351.6,351.13,350.95,350.94,350.93,350.89,352.02,351.34,351.03,351.01,351.0,350.94,352.63,351.67,351.14,351.08,351.09,350.99,353.52,350.886,350.97,351.082,351.254,351.524,-0.4305110968082957,-0.9025852843498603
1.01,350.95,351.09,351.29,351.63,352.3,354.06,359.66,365.75,367.2,367.4,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.80091,85.80000000000001,13.800000000000011,350.93,350.85,350.84,350.84,350.82,351.15,351.04,350.91,350.89,350.89,350.86,351.29,351.21,350.98,350.94,350.96,350.89,351.46,351.47,351.08,351.0,351.04,350.94,351.67,351.94,351.22,351.07,351.14,350.99,351.94,350.90599999999995,351.006,351.144,351.364,351.74000000000007,-0.4539904997395494,-0.8910065241883666
1.01,350.98,351.13,351.38,351.81,352.75,355.6,362.71,366.65,367.33,367.41,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.79282,85.9,13.900000000000006,350.95,350.87,350.84,350.86,350.82,351.04,351.09,350.94,350.88,350.91,350.86,351.13,351.29,351.02,350.93,350.99,350.89,351.24,351.63,351.15,350.99,351.09,350.94,351.36,352.3,351.32,351.05,351.23,350.99,351.5,350.928,351.044,351.216,351.496,352.026,-0.47715876025960957,-0.8788171126619647
1.01,351.0,351.18,351.48,352.03,353.35,357.61,364.7,367.04,367.38,367.42,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.785,86.0,14.0,350.98,350.88,350.84,350.87,350.82,350.96,351.13,350.96,350.88,350.94,350.86,351.03,351.38,351.07,350.92,351.03,350.89,351.11,351.81,351.23,350.98,351.16,350.94,351.2,352.75,351.47,351.05,351.34,350.99,351.29,350.95199999999994,351.08799999999997,351.298,351.656,352.402,-0.4999999999999997,-0.8660254037844388
1.01,351.03,351.24,351.58,352.26,354.06,359.69,365.77,367.2,367.4,367.42,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.77763,86.10000000000001,14.100000000000009,351.0,350.9,350.84,350.89,350.82,350.88,351.18,351.0,350.88,350.97,350.86,350.93,351.48,351.13,350.93,351.08,350.89,350.98,352.03,351.34,351.0,351.24,350.94,351.03,353.35,351.67,351.08,351.49,350.99,351.1,350.97799999999995,351.136,351.38800000000003,351.84000000000003,352.88,-0.522498564715951,-0.852640164354091
1.01,351.03,351.22,351.5,351.98,352.94,355.44,361.06,364.76,365.58,365.71,365.73,365.73,371.92,372.94,450.0,600.0,150,200,350,0.77659,86.2,14.200000000000003,351.03,350.93,350.84,350.91,350.82,350.85,351.24,351.04,350.89,351.0,350.86,350.89,351.58,351.21,350.95,351.14,350.89,350.94,352.26,351.47,351.03,351.35,350.94,351.0,354.06,351.94,351.14,351.7,350.99,351.07,350.99799999999993,351.17199999999997,351.446,351.942,353.08000000000004,-0.5446390350150279,-0.8386705679454235
1.01,351.01,351.16,351.38,351.73,352.34,353.71,357.47,363.12,365.27,365.66,365.72,365.73,371.92,372.94,450.0,600.0,150,200,350,0.78155,86.30000000000001,14.300000000000011,351.03,350.95,350.85,350.93,350.82,350.85,351.22,351.09,350.91,351.05,350.86,350.89,351.5,351.29,350.98,351.22,350.9,350.95,351.98,351.63,351.08,351.49,350.95,351.03,352.94,352.3,351.22,351.98,351.01,351.13,351.01000000000005,351.18600000000004,351.464,351.962,353.08799999999997,-0.5664062369248352,-0.824126188622014
1.01,350.99,351.12,351.3,351.56,352.0,352.87,355.08,360.46,364.56,365.54,365.7,365.73,371.92,372.94,450.0,600.0,150,200,350,0.78841,86.4,14.400000000000006,351.01,350.98,350.87,350.94,350.83,350.86,351.16,351.13,350.94,351.05,350.86,350.92,351.38,351.38,351.02,351.22,350.91,351.0,351.73,351.81,351.15,351.46,350.96,351.11,352.34,352.75,351.32,351.85,351.03,351.28,351.012,351.184,351.448,351.912,352.938,-0.5877852522924745,-0.8090169943749465
1.01,350.97,351.08,351.23,351.45,351.79,352.39,353.77,357.56,363.18,365.28,365.66,365.72,371.92,372.94,450.0,600.0,150,200,350,0.79524,86.5,14.5,350.99,351.0,350.88,350.93,350.83,350.88,351.12,351.18,350.96,351.04,350.87,350.97,351.3,351.48,351.07,351.18,350.92,351.09,351.56,352.03,351.23,351.37,350.99,351.26,352.0,353.35,351.47,351.67,351.07,351.55,351.00600000000003,351.16400000000004,351.398,351.796,352.62600000000003,-0.6087614290087207,-0.7933533402912352
1.01,350.95,351.05,351.18,351.36,351.63,352.09,353.01,355.43,360.99,364.73,365.57,365.71,371.91,372.94,450.0,600.0,150,200,350,0.80148,86.60000000000001,14.600000000000009,350.97,351.03,350.9,350.93,350.84,350.92,351.08,351.24,351.0,351.02,350.88,351.04,351.23,351.58,351.13,351.14,350.93,351.22,351.45,352.26,351.34,351.3,351.0,351.51,351.79,354.06,351.67,351.54,351.08,352.08,350.98999999999995,351.12600000000003,351.318,351.61600000000004,352.14,-0.629320391049839,-0.7771459614569697
1.01,350.93,351.02,351.14,351.29,351.52,351.88,352.54,354.11,358.42,363.69,365.39,365.68,371.91,372.94,450.0,600.0,150,200,350,0.80705,86.7,14.700000000000003,350.95,351.03,350.93,350.92,350.84,350.97,351.05,351.22,351.04,351.0,350.88,351.14,351.18,351.5,351.21,351.11,350.93,351.42,351.36,351.98,351.47,351.25,351.0,351.94,351.63,352.94,351.94,351.45,351.08,353.19,350.97,351.086,351.246,351.478,351.856,-0.6494480483301842,-0.7604059656000305
1.01,350.92,351.0,351.1,351.24,351.43,351.72,352.23,353.3,356.24,362.02,365.02,365.62,371.89,372.94,450.0,600.0,150,200,350,0.81197,86.80000000000001,14.800000000000011,350.93,351.01,350.95,350.91,350.84,351.03,351.02,351.16,351.09,350.98,350.88,351.27,351.14,351.38,351.29,351.08,350.93,351.71,351.29,351.73,351.63,351.2,351.0,352.65,351.52,352.34,352.3,351.38,351.07,355.6,350.95200000000006,351.054,351.19,351.38,351.67400000000004,-0.6691306063588602,-0.7431448254773925
1.01,350.91,350.98,351.07,351.19,351.36,351.6,352.0,352.78,354.76,359.83,364.33,365.51,371.87,372.94,450.0,600.0,150,200,350,0.81631,86.9,14.900000000000006,350.92,350.99,350.98,350.9,350.84,351.1,351.0,351.12,351.13,350.97,350.88,351.44,351.1,351.3,351.38,351.05,350.93,352.09,351.24,351.56,351.81,351.17,350.99,353.81,351.43,352.0,352.75,351.32,351.06,359.48,350.936,351.026,351.144,351.30600000000004,351.546,-0.6883545756937547,-0.725374371012287
1.01,350.89,350.96,351.06,351.19,351.39,351.71,352.37,354.13,359.78,365.78,367.2,367.4,372.33,373.0,1050.0,1400.0,350,300,650,0.82251,87.0,15.0,350.91,350.97,351.0,350.89,350.84,351.18,350.98,351.08,351.18,350.95,350.88,351.61,351.07,351.23,351.48,351.03,350.93,352.52,351.19,351.45,352.03,351.13,350.98,355.32,351.36,351.79,353.35,351.27,351.05,362.79,350.92,351.002,351.11,351.254,351.466,-0.7071067811865471,-0.7071067811865479
1.01,350.9,350.98,351.1,351.27,351.54,352.05,353.25,357.18,364.36,366.98,367.37,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.81988,87.10000000000001,15.100000000000009,350.89,350.95,351.03,350.88,350.84,351.24,350.96,351.05,351.24,350.94,350.88,351.77,351.06,351.18,351.58,351.01,350.92,352.98,351.19,351.36,352.26,351.11,350.98,356.96,351.39,351.63,354.06,351.23,351.04,364.67,350.91,350.988,351.094,351.236,351.448,-0.7253743710122892,-0.6883545756937524
1.01,350.91,351.02,351.16,351.39,351.77,352.57,354.87,361.49,366.35,367.28,367.41,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.81343,87.2,15.200000000000003,350.9,350.93,351.03,350.87,350.83,351.3,350.98,351.02,351.22,350.93,350.87,351.9,351.1,351.14,351.5,351.0,350.92,353.39,351.27,351.29,351.98,351.08,350.97,358.32,351.54,351.52,352.94,351.19,351.03,365.59,350.906,350.988,351.098,351.256,351.498,-0.7431448254773946,-0.6691306063588578
1.01,350.94,351.06,351.24,351.53,352.07,353.37,357.63,364.7,367.04,367.37,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.80575,87.30000000000001,15.300000000000011,350.91,350.92,351.01,350.87,350.83,351.34,351.02,351.0,351.16,350.92,350.87,352.0,351.16,351.1,351.38,350.98,350.91,353.72,351.39,351.24,351.73,351.06,350.97,359.31,351.77,351.43,352.34,351.16,351.03,366.06,350.90999999999997,351.0,351.12600000000003,351.31399999999996,351.626,-0.7604059656000328,-0.6494480483301814
1.01,350.94,351.06,351.23,351.49,351.91,352.72,354.75,359.87,364.36,365.51,365.7,365.73,371.92,372.94,450.0,600.0,150,200,350,0.80302,87.4,15.400000000000006,350.94,350.91,350.99,350.86,350.83,351.37,351.06,350.98,351.12,350.91,350.87,352.07,351.24,351.07,351.3,350.97,350.91,353.96,351.53,351.19,351.56,351.05,350.96,359.98,352.07,351.36,352.0,351.14,351.02,366.33,350.916,351.01599999999996,351.158,351.37399999999997,351.736,-0.7771459614569717,-0.6293203910498364
1.01,350.94,351.05,351.19,351.4,351.71,352.27,353.48,356.81,362.59,365.15,365.64,365.72,371.92,372.94,450.0,600.0,150,200,350,0.80399,87.5,15.5,350.94,350.89,350.97,350.86,350.83,351.39,351.06,350.96,351.08,350.9,350.87,352.12,351.23,351.06,351.23,350.96,350.92,354.13,351.49,351.19,351.45,351.03,350.97,360.42,351.91,351.39,351.79,351.12,351.05,366.48,350.92600000000004,351.034,351.184,351.416,351.8,-0.7933533402912349,-0.6087614290087209
1.01,350.93,351.03,351.15,351.32,351.58,351.99,352.81,354.88,360.07,364.43,365.52,365.7,371.91,372.94,450.0,600.0,150,200,350,0.80714,87.60000000000001,15.600000000000009,350.94,350.9,350.95,350.85,350.84,351.4,351.05,350.98,351.05,350.9,350.88,352.16,351.19,351.1,351.18,350.95,350.93,354.24,351.4,351.27,351.36,351.02,351.0,360.71,351.71,351.54,351.63,351.1,351.09,366.57,350.93199999999996,351.044,351.194,351.426,351.808,-0.8090169943749489,-0.5877852522924711
1.01,350.92,351.01,351.12,351.26,351.47,351.81,352.4,353.75,357.5,363.13,365.27,365.66,371.9,372.94,450.0,600.0,150,200,350,0.81098,87.7,15.700000000000003,350.93,350.91,350.93,350.85,350.84,351.41,351.03,351.02,351.02,350.89,350.9,352.18,351.15,351.16,351.14,350.94,350.96,354.32,351.32,351.39,351.29,351.01,351.04,360.9,351.58,351.77,351.52,351.08,351.15,366.63,350.934,351.04200000000003,351.186,351.4,351.748,-0.8241261886220161,-0.5664062369248322
1.01,350.9,350.99,351.1,351.27,351.53,352.0,353.09,356.6,363.86,366.88,367.36,367.41,372.34,373.0,1050.0,1400.0,350,300,650,0.81682,87.80000000000001,15.800000000000011,350.92,350.94,350.92,350.84,350.85,351.41,351.01,351.06,351.0,350.89,350.9,352.2,351.12,351.24,351.1,350.94,350.97,354.37,351.26,351.53,351.24,351.0,351.05,361.02,351.47,352.07,351.43,351.07,351.17,366.66,350.92600000000004,351.02799999999996,351.158,351.348,351.64,-0.8386705679454256,-0.5446390350150248
1.01,350.91,351.02,351.16,351.37,351.74,352.5,354.65,361.04,366.22,367.27,367.4,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.81332,87.9,15.900000000000006,350.9,350.94,350.91,350.84,350.85,351.42,350.99,351.06,350.98,350.88,350.9,352.21,351.1,351.23,351.07,350.93,350.97,354.41,351.27,351.49,351.19,350.99,351.05,361.1,351.53,351.91,351.36,351.05,351.15,366.69,350.91999999999996,351.02,351.144,351.32399999999996,351.606,-0.8526401643540928,-0.5224985647159479
1.01,350.93,351.05,351.23,351.51,352.04,353.27,357.31,364.47,367.0,367.37,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.80635,88.0,16.0,350.91,350.94,350.89,350.84,350.85,351.42,351.02,351.05,350.96,350.88,350.9,352.21,351.16,351.19,351.06,350.92,350.96,354.43,351.37,351.4,351.19,350.98,351.04,361.15,351.74,351.71,351.39,351.05,351.14,366.7,350.918,351.02,351.15200000000004,351.34599999999995,351.67199999999997,-0.8660254037844384,-0.5000000000000004
1.01,350.96,351.1,351.32,351.68,352.42,354.47,360.67,366.11,367.25,367.4,367.42,367.42,372.34,373.0,1050.0,1400.0,350,300,650,0.79836,88.10000000000001,16.10000000000001,350.93,350.93,350.9,350.84,350.85,351.42,351.05,351.03,350.98,350.88,350.9,352.22,351.23,351.15,351.1,350.93,350.96,354.44,351.51,351.32,351.27,351.0,351.03,361.18,352.04,351.58,351.54,351.08,351.12,366.71,350.92400000000004,351.034,351.18600000000004,351.418,351.84000000000003,-0.8788171126619665,-0.47715876025960635
1.01,350.97,351.1,351.3,351.61,352.14,353.24,356.23,362.05,365.03,365.62,365.71,365.73,371.92,372.94,450.0,600.0,150,200,350,0.79589,88.2,16.200000000000003,350.96,350.92,350.91,350.84,350.85,351.42,351.1,351.01,351.02,350.89,350.9,352.22,351.32,351.12,351.16,350.95,350.95,354.45,351.68,351.26,351.39,351.03,351.02,361.2,352.42,351.47,351.77,351.14,351.1,366.72,350.934,351.052,351.222,351.488,351.974,-0.8910065241883682,-0.45399049973954614
1.01,350.96,351.08,351.24,351.48,351.86,352.57,354.29,358.87,363.93,365.43,365.69,365.72,371.92,372.94,450.0,600.0,150,200,350,0.79778,88.30000000000001,16.30000000000001,350.97,350.9,350.94,350.85,350.85,351.42,351.1,350.99,351.06,350.91,350.89,352.22,351.3,351.1,351.24,350.98,350.94,354.46,351.61,351.27,351.53,351.08,351.01,361.21,352.14,351.53,352.07,351.22,351.08,366.72,350.946,351.07,351.25,351.53000000000003,352.04,-0.9025852843498617,-0.43051109680829275
1.01,350.95,351.05,351.19,351.38,351.68,352.2,353.27,356.21,362.01,365.01,365.62,365.71,371.92,372.94,450.0,600.0,150,200,350,0.80184,88.4,16.400000000000006,350.96,350.91,350.94,350.87,350.84,351.42,351.08,351.02,351.06,350.94,350.89,352.22,351.24,351.16,351.23,351.02,350.94,354.46,351.48,351.37,351.49,351.15,351.0,361.22,351.86,351.74,351.91,351.32,351.07,366.72,350.954,351.07599999999996,351.256,351.53200000000004,352.028,-0.9135454576426016,-0.4067366430757985
1.01,350.93,351.03,351.15,351.31,351.55,351.95,352.7,354.56,359.44,364.18,365.48,365.69,371.91,372.94,450.0,600.0,150,200,350,0.80646,88.5,16.5,350.95,350.93,350.94,350.88,350.84,351.32,351.05,351.05,351.05,350.96,350.88,351.61,351.19,351.23,351.19,351.07,350.93,352.03,351.38,351.51,351.4,351.23,350.99,352.64,351.68,352.04,351.71,351.47,351.06,353.54,350.954,351.072,351.23999999999995,351.492,351.93,-0.9238795325112868,-0.3826834323650895
1.01,350.92,351.0,351.11,351.25,351.46,351.77,352.33,353.57,357.0,362.75,365.19,365.65,371.9,372.94,450.0,600.0,150,200,350,0.81098,88.60000000000001,16.60000000000001,350.93,350.96,350.93,350.9,350.84,351.15,351.03,351.1,351.03,351.0,350.88,351.29,351.15,351.32,351.15,351.13,350.92,351.47,351.31,351.68,351.32,351.34,350.98,351.68,351.55,352.42,351.58,351.67,351.05,351.94,350.946,351.052,351.198,351.406,351.738,-0.9335804264972025,-0.3583679495452982
1.01,350.91,350.98,351.08,351.21,351.38,351.64,352.08,352.95,355.24,360.7,364.64,365.56,371.88,372.94,450.0,600.0,150,200,350,0.8152,88.7,16.700000000000003,350.92,350.97,350.92,350.93,350.84,351.04,351.0,351.1,351.01,351.04,350.88,351.13,351.11,351.3,351.12,351.21,350.93,351.24,351.25,351.61,351.26,351.47,351.0,351.36,351.46,352.14,351.47,351.94,351.09,351.5,350.934,351.02799999999996,351.154,351.326,351.586,-0.9426414910921785,-0.3338068592337704
1.01,350.9,350.97,351.06,351.17,351.32,351.54,351.9,352.55,354.11,358.41,363.69,365.39,371.84,372.93,450.0,600.0,150,200,350,0.81905,88.80000000000001,16.80000000000001,350.91,350.96,350.9,350.95,350.84,350.97,350.98,351.08,350.99,351.09,350.89,351.04,351.08,351.24,351.1,351.29,350.96,351.11,351.21,351.48,351.27,351.63,351.04,351.2,351.38,351.86,351.53,352.3,351.14,351.3,350.92199999999997,351.006,351.11800000000005,351.264,351.47799999999995,-0.9510565162951543,-0.30901699437494506
1.01,350.89,350.95,351.03,351.14,351.27,351.46,351.76,352.27,353.38,356.44,362.24,365.07,371.77,372.92,450.0,600.0,150,200,350,0.82253,88.9,16.900000000000006,350.9,350.95,350.91,350.98,350.86,350.88,350.97,351.05,351.02,351.13,350.91,350.93,351.06,351.19,351.16,351.38,350.99,350.98,351.17,351.38,351.37,351.81,351.09,351.03,351.32,351.68,351.74,352.75,351.23,351.1,350.91,350.986,351.08599999999996,351.216,351.396,-0.9588197348681933,-0.2840153447039218
1.01,350.88,350.94,351.02,351.11,351.23,351.4,351.65,352.06,352.89,355.04,360.35,364.53,371.63,372.91,450.0,600.0,150,200,350,0.82567,89.0,17.0,350.89,350.93,350.93,351.0,350.87,350.85,350.95,351.03,351.05,351.18,350.94,350.89,351.03,351.15,351.23,351.48,351.03,350.94,351.14,351.31,351.51,352.03,351.16,351.0,351.27,351.55,352.04,353.35,351.34,351.07,350.9,350.968,351.05999999999995,351.17600000000004,351.332,-0.9659258262890683,-0.25881904510252063
1.01,350.87,350.93,351.0,351.08,351.19,351.34,351.56,351.91,352.56,354.1,358.37,363.68,371.39,372.88,450.0,600.0,150,200,350,0.82851,89.10000000000001,17.10000000000001,350.88,350.92,350.96,351.03,350.89,350.85,350.94,351.0,351.1,351.24,350.97,350.89,351.02,351.11,351.32,351.58,351.08,350.95,351.11,351.25,351.68,352.26,351.24,351.03,351.23,351.46,352.42,354.06,351.49,351.14,350.89,350.954,351.038,351.142,351.27799999999996,-0.9723699203976771,-0.23344536385590342
1.01,350.87,350.92,350.99,351.06,351.17,351.3,351.49,351.79,352.31,353.45,356.65,362.46,371.0,372.83,450.0,600.0,150,200,350,0.83109,89.2,17.200000000000003,350.87,350.91,350.97,351.03,350.91,350.86,350.93,350.98,351.1,351.22,351.0,350.92,351.0,351.08,351.3,351.5,351.14,351.0,351.08,351.21,351.61,351.98,351.35,351.11,351.19,351.38,352.14,352.94,351.7,351.28,350.882,350.942,351.02,351.11199999999997,351.236,-0.9781476007338057,-0.20791169081775893
1.01,350.86,350.91,350.97,351.05,351.14,351.26,351.43,351.69,352.12,353.01,355.37,360.93,370.37,372.75,450.0,600.0,150,200,350,0.83342,89.30000000000001,17.30000000000001,350.87,350.9,350.96,351.01,350.93,350.87,350.92,350.97,351.08,351.16,351.05,350.93,350.99,351.06,351.24,351.38,351.22,351.01,351.06,351.17,351.48,351.73,351.49,351.12,351.17,351.32,351.86,352.34,351.98,351.26,350.87399999999997,350.93,351.00200000000007,351.088,351.2,-0.9832549075639552,-0.18223552549214428
1.01,350.85,350.9,350.96,351.04,351.14,351.27,351.49,351.85,352.63,354.92,361.51,366.34,372.14,372.97,1050.0,1400.0,350,300,650,0.83729,89.4,17.400000000000006,350.86,350.89,350.95,350.99,350.94,350.87,350.91,350.95,351.05,351.12,351.05,350.92,350.97,351.03,351.19,351.3,351.22,350.99,351.05,351.14,351.38,351.56,351.46,351.06,351.14,351.27,351.68,352.0,351.85,351.16,350.86600000000004,350.91999999999996,350.98799999999994,351.06800000000004,351.17400000000004,-0.987688340595138,-0.1564344650402293
